DateAndTime , SolData , Irr. Unc. % , ISF (stable?) , Kipp&Zonen , Tamb , Isc a-Si , Voc a-Si , Vmp a-Si , Pmax a-Si , T a-Si , Isc 459 , Voc 459 , Vmp 459 , Pmax 459 , T 459 , Isc CIS , Voc CIS , Vmp CIS , Pmax CIS , T CIS , Isc NESTE , Voc NESTE , Vmp NESTE , Pmax NESTE , T NESTE , Isc 433 , Voc 433 , Vmp 433 , Pmax 433 , T 433 , Isc 422 , Voc 422 , Vmp 422 , Pmax 422 , T 422 , Isc A10160 , Voc A10160 , Vmp A10160 , Pmax A10160 , T A10160, Isc A10156 , Voc A10156 , Vmp A10156 , Pmax A10156 , T A10156 , Isc 423 , Voc 423 , Vmp 423 , Pmax 423 , T 423 , Isc GPV , Voc GPV , Vmp GPV , Pmax GPV , T GPV , Airmass , Elevation , Azimuth , ECT A10160 , ECT A10156 , GHI
 230615052657 , 27.554195 , 0.591796 , 0.014790 , 30.131041 , 12.306213 , 0.116585 , 32.689423 , 26.894787 , 2.741337 , 11.828531 , 0.243959 , 32.340086 , 27.249430 , 5.671276 , 12.190828 , 0.119621 , 31.866505 , 25.674046 , 2.663781 , 12.400466 , 0.238777 , 31.728978 , 25.639284 , 5.293960 , 11.967065 , 0.240373 , 32.426776 , 26.746265 , 5.633284 , 13.278007 , 0.243397 , 32.164237 , 26.428003 , 5.452218 , 12.620118 , 0.254283 , 33.234428 , 27.961061 , 6.281212 , 12.989815, 0.247221 , 32.729201 , 27.574279 , 6.259203 , 11.933060 , 0.246197 , 32.397532 , 27.235514 , 5.856914 , 12.246793 , 0.231674 , 32.676201 , 26.738988 , 5.469768 , 12.290375 , 9.422965 , 5.521017 , -52.808284 , 6.319519 , 7.818905 , 39.230465
 230615052758 , 28.580839 , 0.587411 , 0.012305 , 31.558413 , 12.425232 , 0.120901 , 32.754778 , 27.039752 , 2.855418 , 11.902684 , 0.251686 , 32.431560 , 27.071939 , 5.914333 , 12.292890 , 0.124103 , 31.938970 , 25.715171 , 2.773908 , 12.450046 , 0.247474 , 31.797390 , 25.807061 , 5.509282 , 12.191408 , 0.249808 , 32.492788 , 26.879955 , 5.875502 , 13.304128 , 0.251930 , 32.234426 , 26.505201 , 5.691131 , 12.734272 , 0.261457 , 33.293983 , 28.138217 , 6.542630 , 12.988992, 0.255308 , 32.788572 , 27.898929 , 6.500389 , 11.954344 , 0.254020 , 32.463099 , 27.097359 , 6.088784 , 12.298549 , 0.240216 , 32.739718 , 26.926872 , 5.693577 , 12.267592 , 9.269892 , 5.629131 , -53.020188 , 7.324781 , 8.214926 , 41.849999
 230615052901 , 29.616033 , 0.625753 , 0.013141 , 32.252065 , 12.384033 , 0.124949 , 32.816798 , 27.115665 , 2.970877 , 11.954295 , 0.261751 , 32.465311 , 27.060827 , 6.160764 , 12.380102 , 0.127971 , 32.006821 , 26.005177 , 2.886451 , 12.492226 , 0.255194 , 31.866457 , 25.693113 , 5.737249 , 12.154066 , 0.258759 , 32.555692 , 27.097063 , 6.116479 , 13.337552 , 0.260639 , 32.299475 , 26.724189 , 5.931155 , 12.695092 , 0.270367 , 33.350499 , 28.196073 , 6.804289 , 13.078768, 0.265130 , 32.845681 , 27.933641 , 6.756053 , 12.069176 , 0.260913 , 32.523176 , 27.409451 , 6.334344 , 12.337294 , 0.250911 , 32.800657 , 27.008845 , 5.924936 , 12.550851 , 9.118691 , 5.739297 , -53.235391 , 8.100971 , 8.300017 , 42.373906
 230615053002 , 30.612570 , 0.632439 , 0.012140 , 33.272810 , 12.493896 , 0.128197 , 32.873617 , 27.248725 , 3.078385 , 11.951732 , 0.271060 , 32.523331 , 28.121340 , 6.425963 , 12.353740 , 0.132602 , 32.069717 , 25.993753 , 2.997961 , 12.539387 , 0.265547 , 31.927728 , 25.889115 , 5.954593 , 12.344888 , 0.267947 , 32.616250 , 27.122476 , 6.343809 , 13.348532 , 0.269092 , 32.361016 , 26.650028 , 6.151670 , 12.819985 , 0.281503 , 33.405862 , 28.274809 , 7.054233 , 13.077076, 0.274244 , 32.898318 , 28.216858 , 6.995478 , 12.112903 , 0.272260 , 32.580240 , 27.304684 , 6.569806 , 12.309675 , 0.257344 , 32.857590 , 27.027664 , 6.140122 , 12.280459 , 8.976300 , 5.846262 , -53.443649 , 7.365512 , 8.257249 , 44.076604
 230615053104 , 31.597521 , 0.576935 , 0.014412 , 34.632714 , 12.438965 , 0.133275 , 32.923812 , 27.307119 , 3.191756 , 12.046199 , 0.278822 , 32.574890 , 27.364903 , 6.622669 , 12.380441 , 0.136986 , 32.123835 , 26.130988 , 3.105177 , 12.610734 , 0.273569 , 31.981717 , 25.897500 , 6.172899 , 12.139845 , 0.277002 , 32.667521 , 27.234805 , 6.578104 , 13.437824 , 0.276367 , 32.415976 , 26.752621 , 6.381722 , 12.949183 , 0.289980 , 33.450937 , 28.177860 , 7.311771 , 13.171689, 0.283018 , 32.944198 , 27.411586 , 7.326897 , 12.108888 , 0.280327 , 32.629812 , 27.268811 , 6.802487 , 12.414494 , 0.264648 , 32.907189 , 27.024126 , 6.363245 , 12.422185 , 8.835468 , 5.955275 , -53.655208 , 8.084751 , 8.644448 , 44.796976
 230615053205 , 32.537451 , 0.515838 , 0.012672 , 35.655446 , 12.507629 , 0.137107 , 32.971220 , 27.310861 , 3.296542 , 12.126301 , 0.285821 , 32.624692 , 27.364378 , 6.852591 , 12.509349 , 0.140858 , 32.175651 , 26.152007 , 3.210369 , 12.716472 , 0.280827 , 32.034426 , 26.036154 , 6.380532 , 12.115660 , 0.283148 , 32.701160 , 27.355789 , 6.810780 , 13.397338 , 0.287600 , 32.467851 , 26.731642 , 6.603238 , 12.688320 , 0.301820 , 33.495526 , 28.132790 , 7.554299 , 13.212223, 0.291270 , 32.988739 , 27.937140 , 7.487069 , 12.244664 , 0.288239 , 32.678085 , 27.371278 , 7.030516 , 12.475683 , 0.273530 , 32.954718 , 27.184986 , 6.572526 , 12.519120 , 8.700598 , 6.062820 , -53.863244 , 7.304588 , 8.889735 , 47.678464
 230615053308 , 33.423565 , 0.437519 , 0.010666 , 36.589886 , 12.507629 , 0.141334 , 33.016520 , 27.506284 , 3.394934 , 12.090362 , 0.294037 , 32.671618 , 27.393209 , 7.060496 , 12.527004 , 0.144945 , 32.225207 , 26.176530 , 3.310796 , 12.660991 , 0.288661 , 32.082533 , 26.147631 , 6.573421 , 12.322783 , 0.292049 , 32.750856 , 27.246222 , 7.018576 , 13.468443 , 0.296782 , 32.516102 , 26.930940 , 6.812374 , 13.047763 , 0.306870 , 33.537588 , 28.312613 , 7.785979 , 13.262480, 0.299798 , 33.030004 , 27.911819 , 7.707682 , 12.247615 , 0.297831 , 32.722440 , 27.536200 , 7.243739 , 12.509107 , 0.281806 , 32.999574 , 27.317092 , 6.776610 , 12.552882 , 8.565007 , 6.174190 , -54.077989 , 8.929868 , 9.019160 , 47.416510
 230615053410 , 34.216494 , 0.465545 , 0.013145 , 37.197443 , 12.512207 , 0.144007 , 33.055520 , 27.535311 , 3.485128 , 12.122190 , 0.303630 , 32.707552 , 26.915396 , 7.352198 , 12.568361 , 0.147705 , 32.266284 , 26.880982 , 3.399801 , 12.760151 , 0.296120 , 32.122802 , 27.067149 , 6.760801 , 12.323315 , 0.298591 , 32.793302 , 28.293647 , 7.229137 , 13.530019 , 0.301837 , 32.559099 , 27.700618 , 7.062880 , 13.025271 , 0.314698 , 33.574003 , 28.222471 , 7.973921 , 13.215174, 0.307250 , 33.067204 , 27.994869 , 7.898437 , 12.161128 , 0.304214 , 32.761256 , 27.546318 , 7.428358 , 12.428231 , 0.289298 , 33.038654 , 27.369408 , 6.946109 , 12.639127 , 8.435107 , 6.284088 , -54.289214 , 8.554454 , 8.831730 , 48.071394
 230615053511 , 34.884430 , 0.446768 , 0.012345 , 38.086501 , 12.443542 , 0.147102 , 33.086772 , 27.518813 , 3.560858 , 12.213901 , 0.307908 , 32.742582 , 27.300860 , 7.414105 , 12.694318 , 0.150737 , 32.300457 , 26.298229 , 3.470510 , 12.801701 , 0.300599 , 32.157179 , 26.066925 , 6.902350 , 12.307256 , 0.304675 , 32.826565 , 27.405509 , 7.360678 , 13.524504 , 0.308061 , 32.593079 , 27.062977 , 7.157637 , 12.842623 , 0.319906 , 33.604232 , 28.433936 , 8.150351 , 13.292228, 0.311099 , 33.096990 , 28.084088 , 8.074129 , 12.242246 , 0.308820 , 32.793083 , 27.545123 , 7.586370 , 12.521006 , 0.294713 , 33.069818 , 27.464479 , 7.099590 , 12.579003 , 8.312621 , 6.390719 , -54.493521 , 9.069669 , 9.612075 , 49.708603
 230615053611 , 35.524641 , 0.559214 , 0.015512 , 38.896428 , 12.420654 , 0.150453 , 33.114484 , 27.478674 , 3.634302 , 12.254290 , 0.312485 , 32.767574 , 27.428196 , 7.570155 , 12.603962 , 0.153994 , 32.329014 , 26.354737 , 3.540263 , 12.803201 , 0.306842 , 32.186102 , 26.272210 , 7.040031 , 12.236877 , 0.309943 , 32.854084 , 27.473919 , 7.524642 , 13.573939 , 0.314418 , 32.621591 , 26.994612 , 7.312427 , 12.834497 , 0.326053 , 33.630047 , 28.403950 , 8.314801 , 13.299629, 0.319314 , 33.121755 , 28.219068 , 8.220806 , 12.331006 , 0.316155 , 32.820678 , 27.543375 , 7.746261 , 12.517862 , 0.299456 , 33.097662 , 27.807954 , 7.250431 , 12.690352 , 8.193194 , 6.497621 , -54.697727 , 9.339636 , 9.096677 , 49.970556
