DateAndTime , SolData , Irr. Unc. % , ISF (stable?) , Kipp&Zonen , Tamb , Isc a-Si , Voc a-Si , Vmp a-Si , Pmax a-Si , T a-Si , Isc 459 , Voc 459 , Vmp 459 , Pmax 459 , T 459 , Isc CIS , Voc CIS , Vmp CIS , Pmax CIS , T CIS , Isc NESTE , Voc NESTE , Vmp NESTE , Pmax NESTE , T NESTE , Isc 433 , Voc 433 , Vmp 433 , Pmax 433 , T 433 , Isc 422 , Voc 422 , Vmp 422 , Pmax 422 , T 422 , Isc A10160 , Voc A10160 , Vmp A10160 , Pmax A10160 , T A10160, Isc A10156 , Voc A10156 , Vmp A10156 , Pmax A10156 , T A10156 , Isc 423 , Voc 423 , Vmp 423 , Pmax 423 , T 423 , Isc GPV , Voc GPV , Vmp GPV , Pmax GPV , T GPV , Airmass , Elevation , Azimuth , ECT A10160 , ECT A10156 , GHI
 260615060020 , 30.508226 , 0.469123 , 0.011267 , 26.083752 , 8.799744 , 0.132973 , 33.438217 , 27.805399 , 3.268502 , 7.996074 , 0.276364 , 32.973333 , 27.624532 , 6.641994 , 8.812184 , 0.133151 , 32.572859 , 26.564626 , 3.103261 , 9.015679 , 0.267392 , 32.432647 , 26.219054 , 6.166232 , 8.704269 , 0.280413 , 33.125351 , 27.502462 , 6.818864 , 11.083478 , 0.285579 , 32.843208 , 27.247460 , 6.588213 , 10.257984 , 0.289880 , 33.881957 , 28.849138 , 7.420139 , 10.690563, 0.286713 , 33.431691 , 28.319335 , 7.445732 , 9.070000 , 0.284671 , 33.081400 , 27.765969 , 6.992110 , 9.745545 , 0.264883 , 33.425108 , 27.559023 , 6.521559 , 9.023806 , 6.094303 , 9.031770 , -59.502457 , 4.438459 , 3.985889 , 109.761434
 260615060122 , 30.879502 , 0.488805 , 0.013171 , 26.697643 , 8.840942 , 0.134817 , 33.461672 , 27.856763 , 3.313607 , 8.077675 , 0.279013 , 32.995544 , 27.733023 , 6.732245 , 8.813103 , 0.135387 , 32.603717 , 26.604380 , 3.146022 , 9.057036 , 0.270197 , 32.460305 , 26.296392 , 6.253443 , 8.842851 , 0.283960 , 33.134363 , 27.768093 , 6.906671 , 11.110178 , 0.286081 , 32.865886 , 27.152320 , 6.672521 , 10.293391 , 0.293692 , 33.904415 , 28.690931 , 7.515973 , 10.688821, 0.290589 , 33.452154 , 28.241441 , 7.535540 , 9.068597 , 0.287928 , 33.105251 , 27.926936 , 7.082639 , 9.748157 , 0.269437 , 33.446268 , 27.748186 , 6.610930 , 9.038559 , 6.022590 , 9.148660 , -59.711376 , 4.229217 , 3.975805 , 111.922550
 260615060223 , 31.218957 , 0.448117 , 0.012185 , 27.307915 , 8.850098 , 0.135883 , 33.481314 , 27.830117 , 3.355322 , 8.120338 , 0.281755 , 33.027705 , 27.726191 , 6.818724 , 8.830081 , 0.136668 , 32.625577 , 26.566149 , 3.187476 , 9.099022 , 0.273243 , 32.480419 , 26.376126 , 6.341655 , 9.005231 , 0.288215 , 33.168082 , 27.629799 , 7.001184 , 11.066693 , 0.288299 , 32.886919 , 27.234119 , 6.763594 , 10.482327 , 0.296545 , 33.924490 , 28.529964 , 7.605422 , 10.607752, 0.293516 , 33.469525 , 28.465271 , 7.638805 , 9.050748 , 0.289904 , 33.123325 , 27.961889 , 7.173562 , 9.697077 , 0.272743 , 33.465713 , 27.830762 , 6.699878 , 8.992945 , 5.952368 , 9.265799 , -59.920220 , 4.448787 , 4.058329 , 113.559759
 260615060329 , 31.614627 , 0.491961 , 0.010948 , 28.045932 , 8.863831 , 0.139367 , 33.502426 , 27.933470 , 3.407162 , 8.203584 , 0.285476 , 33.036052 , 28.531580 , 6.973967 , 8.940511 , 0.139192 , 32.650524 , 26.825387 , 3.234739 , 9.156583 , 0.277888 , 32.506249 , 26.503175 , 6.426900 , 8.373897 , 0.291274 , 33.173955 , 27.715427 , 7.100883 , 11.104132 , 0.293907 , 32.909139 , 27.451542 , 6.858492 , 10.384715 , 0.299245 , 33.943908 , 28.681457 , 7.715967 , 10.605527, 0.297453 , 33.488148 , 28.584598 , 7.743644 , 9.069419 , 0.295072 , 33.143187 , 27.994818 , 7.273684 , 9.819552 , 0.277020 , 33.485632 , 27.836935 , 6.794192 , 8.914681 , 5.879205 , 9.390767 , -60.142458 , 4.654303 , 3.921859 , 115.393433
 260615060434 , 32.008686 , 0.472315 , 0.011635 , 28.859073 , 8.946228 , 0.139978 , 33.520241 , 28.149699 , 3.452631 , 8.304920 , 0.290375 , 33.051476 , 27.615748 , 7.017511 , 8.942059 , 0.141062 , 32.680529 , 26.602857 , 3.284145 , 9.227736 , 0.281790 , 32.533963 , 26.561571 , 6.524293 , 9.058632 , 0.294965 , 33.207325 , 27.800319 , 7.196669 , 11.109936 , 0.295566 , 32.930178 , 27.277548 , 6.952560 , 10.082398 , 0.302837 , 33.963459 , 28.757617 , 7.826331 , 10.565960, 0.300133 , 33.505127 , 28.536720 , 7.844863 , 9.123933 , 0.297460 , 33.162518 , 27.838726 , 7.370277 , 9.712943 , 0.279151 , 33.503802 , 27.784092 , 6.886363 , 9.131188 , 5.808707 , 9.514115 , -60.361250 , 5.215875 , 4.443735 , 118.864316
 260615060540 , 32.390211 , 0.458317 , 0.012902 , 29.530640 , 9.001160 , 0.141512 , 33.540688 , 27.942597 , 3.503973 , 8.387683 , 0.292466 , 33.075714 , 27.603509 , 7.114781 , 8.888803 , 0.141711 , 32.703572 , 26.526547 , 3.332909 , 9.278767 , 0.283659 , 32.557763 , 26.557678 , 6.616605 , 8.684775 , 0.297925 , 33.210863 , 27.915779 , 7.289731 , 11.194779 , 0.300635 , 32.951637 , 27.267611 , 7.053131 , 9.944880 , 0.307708 , 33.983755 , 28.692955 , 7.933864 , 10.516767, 0.304992 , 33.522911 , 28.025254 , 8.001425 , 9.210855 , 0.300172 , 33.181543 , 27.793655 , 7.471752 , 9.689531 , 0.282276 , 33.523777 , 28.036185 , 6.989319 , 9.038268 , 5.738655 , 9.639634 , -60.583329 , 4.567619 , 4.129736 , 121.352874
 260615060640 , 32.725037 , 0.471024 , 0.010893 , 30.126421 , 8.758545 , 0.142812 , 33.558996 , 28.040110 , 3.543674 , 8.393729 , 0.295143 , 33.109716 , 27.750292 , 7.198773 , 9.010358 , 0.143717 , 32.728487 , 26.666067 , 3.375812 , 9.318673 , 0.288436 , 32.581681 , 26.559400 , 6.705694 , 9.593274 , 0.302797 , 33.245242 , 27.764502 , 7.381043 , 11.116902 , 0.302970 , 32.971471 , 27.350974 , 7.142040 , 10.040944 , 0.311081 , 34.001745 , 28.740233 , 8.017428 , 10.474781, 0.307927 , 33.539319 , 28.568394 , 8.029310 , 9.198617 , 0.304742 , 33.200571 , 28.059021 , 7.554476 , 9.757589 , 0.284376 , 33.541792 , 28.064413 , 7.070233 , 9.082189 , 5.677303 , 9.752074 , -60.781789 , 4.826160 , 4.280656 , 121.483851
 260615060742 , 33.089175 , 0.488236 , 0.010822 , 30.899495 , 9.097290 , 0.144691 , 33.577250 , 27.967486 , 3.591079 , 8.436972 , 0.298787 , 33.116979 , 28.657039 , 7.340734 , 9.063228 , 0.145617 , 32.750177 , 26.710086 , 3.419390 , 9.361868 , 0.290512 , 32.603969 , 26.508865 , 6.790805 , 9.388279 , 0.305546 , 33.249858 , 27.694066 , 7.478546 , 11.176011 , 0.306438 , 32.990210 , 27.396059 , 7.237930 , 10.031802 , 0.314040 , 34.019883 , 28.820256 , 8.116360 , 10.473862, 0.308734 , 33.556192 , 28.458642 , 8.133607 , 9.196441 , 0.308345 , 33.217710 , 28.049271 , 7.649217 , 9.638790 , 0.289646 , 33.559914 , 27.887970 , 7.165140 , 9.017082 , 5.614087 , 9.870465 , -60.990276 , 4.870356 , 5.119467 , 125.544130
 260615060842 , 33.485336 , 0.453161 , 0.012956 , 31.771977 , 9.069824 , 0.146512 , 33.596131 , 28.159734 , 3.637903 , 8.433393 , 0.308218 , 33.136974 , 27.760052 , 7.401322 , 9.051377 , 0.146886 , 32.772100 , 26.693483 , 3.469957 , 9.365786 , 0.293897 , 32.624677 , 26.559849 , 6.883138 , 9.019162 , 0.308188 , 33.265354 , 27.984557 , 7.568147 , 11.152841 , 0.311880 , 33.011258 , 27.435808 , 7.326794 , 9.992574 , 0.318374 , 34.037944 , 27.883245 , 8.250932 , 10.517541, 0.313395 , 33.572528 , 28.212623 , 8.336912 , 9.283508 , 0.312069 , 33.236691 , 28.029035 , 7.751080 , 9.696593 , 0.292528 , 33.578665 , 26.777904 , 7.283935 , 8.984480 , 5.554101 , 9.985265 , -61.191975 , 4.976471 , 4.897046 , 125.544130
 260615060942 , 33.960452 , 0.461364 , 0.011601 , 32.598189 , 9.179687 , 0.148827 , 33.618371 , 28.072822 , 3.697351 , 8.479200 , 0.308001 , 33.161859 , 27.926130 , 7.526076 , 9.023419 , 0.149894 , 32.797919 , 26.851738 , 3.524794 , 9.399694 , 0.299446 , 32.650509 , 26.788344 , 7.003815 , 9.197456 , 0.314323 , 33.287850 , 28.027555 , 7.685820 , 11.193666 , 0.314227 , 33.034229 , 27.366064 , 7.437727 , 10.018210 , 0.325132 , 34.061537 , 29.032273 , 8.350072 , 10.516960, 0.319232 , 33.592556 , 28.743056 , 8.364457 , 9.325639 , 0.316959 , 33.258203 , 27.981021 , 7.868793 , 9.816021 , 0.295613 , 33.601081 , 27.992752 , 7.382115 , 9.074111 , 5.495256 , 10.100288 , -61.393614 , 4.470819 , 4.810319 , 129.342455
