DateAndTime , SolData , Irr. Unc. % , ISF (stable?) , Kipp&Zonen , Tamb , Isc a-Si , Voc a-Si , Vmp a-Si , Pmax a-Si , T a-Si , Isc 459 , Voc 459 , Vmp 459 , Pmax 459 , T 459 , Isc CIS , Voc CIS , Vmp CIS , Pmax CIS , T CIS , Isc NESTE , Voc NESTE , Vmp NESTE , Pmax NESTE , T NESTE , Isc 433 , Voc 433 , Vmp 433 , Pmax 433 , T 433 , Isc 422 , Voc 422 , Vmp 422 , Pmax 422 , T 422 , Isc A10160 , Voc A10160 , Vmp A10160 , Pmax A10160 , T A10160, Isc A10156 , Voc A10156 , Vmp A10156 , Pmax A10156 , T A10156 , Isc 423 , Voc 423 , Vmp 423 , Pmax 423 , T 423 , Isc GPV , Voc GPV , Vmp GPV , Pmax GPV , T GPV , Airmass , Elevation , Azimuth , ECT A10160 , ECT A10156 , GHI
 240615060200 , 30.291511 , 0.492888 , 0.014138 , 30.203096 , 11.958313 , 0.133260 , 33.026301 , 27.472891 , 3.210803 , 10.754412 , 0.276813 , 32.634045 , 27.210012 , 6.558009 , 11.933206 , 0.135091 , 32.172520 , 26.082857 , 3.063582 , 11.782289 , 0.269103 , 32.035325 , 25.810729 , 6.084668 , 12.228992 , 0.277125 , 32.712752 , 27.320433 , 6.628412 , 14.090683 , 0.279443 , 32.492965 , 26.695574 , 6.447612 , 13.289520 , 0.287688 , 33.554066 , 28.158085 , 7.324077 , 12.764117, 0.284559 , 33.051171 , 27.897732 , 7.288414 , 11.607574 , 0.282038 , 32.709181 , 27.500788 , 6.861878 , 12.066322 , 0.266992 , 33.012895 , 27.294886 , 6.405843 , 11.768310 , 5.926058 , 9.310389 , -59.901638 , 7.297832 , 6.998896 , 106.356039
 240615060300 , 31.693141 , 0.403884 , 0.010317 , 31.487408 , 12.013245 , 0.138913 , 33.103553 , 27.511499 , 3.366881 , 10.777775 , 0.290227 , 32.710386 , 27.284642 , 6.886923 , 11.942686 , 0.140862 , 32.268662 , 26.141802 , 3.214641 , 11.873129 , 0.280890 , 32.127288 , 25.870698 , 6.388647 , 12.072707 , 0.289509 , 32.786967 , 27.360025 , 6.959591 , 14.222977 , 0.293009 , 32.572565 , 26.824390 , 6.773800 , 13.398741 , 0.303045 , 33.625736 , 28.326962 , 7.667871 , 12.849298, 0.297257 , 33.121389 , 28.107567 , 7.641608 , 11.479634 , 0.293012 , 32.783167 , 27.589457 , 7.199493 , 12.073335 , 0.277218 , 33.087640 , 27.444531 , 6.713029 , 11.844977 , 5.860062 , 9.423972 , -60.103612 , 6.547481 , 6.889587 , 108.517155
 240615060402 , 34.523805 , 0.425772 , 0.012751 , 34.382444 , 11.953735 , 0.150111 , 33.247796 , 28.621503 , 3.697119 , 10.847429 , 0.311900 , 32.861051 , 27.559888 , 7.565261 , 12.124947 , 0.152047 , 32.433411 , 26.837877 , 3.554464 , 11.868244 , 0.304496 , 32.290554 , 26.741926 , 7.066523 , 12.077834 , 0.316112 , 32.937788 , 28.019821 , 7.707707 , 14.269365 , 0.315748 , 32.726045 , 27.334779 , 7.537638 , 13.045973 , 0.328373 , 33.762951 , 28.413884 , 8.387378 , 12.886253, 0.319600 , 33.254561 , 28.294752 , 8.308615 , 11.612605 , 0.319112 , 32.928060 , 28.536219 , 7.892576 , 12.126059 , 0.300061 , 33.232018 , 28.572211 , 7.380427 , 11.868873 , 5.793233 , 9.541583 , -60.312248 , 7.413103 , 8.083803 , 111.464131
 240615060506 , 38.075773 , 0.352190 , 0.009739 , 38.365610 , 11.816406 , 0.164702 , 33.403930 , 28.018737 , 4.068451 , 10.938898 , 0.340115 , 33.030590 , 27.961418 , 8.384816 , 12.037444 , 0.166985 , 32.607662 , 26.473085 , 3.914843 , 11.901184 , 0.334659 , 32.463147 , 26.310018 , 7.775960 , 12.274557 , 0.345100 , 33.113194 , 27.828217 , 8.462804 , 14.095424 , 0.347466 , 32.896555 , 27.501873 , 8.251946 , 12.834738 , 0.360028 , 33.915524 , 28.811518 , 9.281173 , 12.851184, 0.352078 , 33.403443 , 28.503574 , 9.170719 , 11.598384 , 0.349595 , 33.085707 , 27.997486 , 8.715071 , 12.182943 , 0.327329 , 33.387880 , 27.931253 , 8.120941 , 12.021434 , 5.725664 , 9.663244 , -60.527542 , 8.355919 , 8.165771 , 115.393433
 240615060607 , 40.739810 , 0.340214 , 0.008789 , 41.868026 , 11.944580 , 0.174923 , 33.504477 , 28.201743 , 4.353827 , 11.112839 , 0.363729 , 33.134505 , 27.926656 , 9.010058 , 12.194407 , 0.179260 , 32.722288 , 26.649312 , 4.205443 , 12.008809 , 0.357009 , 32.577965 , 26.546598 , 8.359024 , 12.535856 , 0.367255 , 33.206444 , 27.932352 , 9.049749 , 14.183603 , 0.368816 , 32.995430 , 27.621120 , 8.845699 , 12.901538 , 0.382105 , 34.011432 , 28.867075 , 9.937764 , 12.940815, 0.374421 , 33.497468 , 28.546388 , 9.807950 , 11.695705 , 0.371490 , 33.185891 , 27.998681 , 9.319562 , 12.333134 , 0.348726 , 33.487956 , 27.952405 , 8.686722 , 12.068160 , 5.662564 , 9.779443 , -60.732676 , 8.958791 , 8.410059 , 124.954734
 240615060706 , 43.195811 , 0.551744 , 0.012241 , 44.677307 , 11.940002 , 0.184015 , 33.589483 , 28.915459 , 4.629740 , 11.158114 , 0.386564 , 33.227236 , 27.027266 , 9.633988 , 12.370138 , 0.188482 , 32.819098 , 27.446524 , 4.501519 , 12.089927 , 0.376946 , 32.674016 , 27.202883 , 8.937643 , 12.318188 , 0.386422 , 33.291274 , 28.517017 , 9.662666 , 14.314204 , 0.389101 , 33.084080 , 27.909577 , 9.486644 , 12.871161 , 0.403546 , 34.092870 , 28.753570 , 10.525747 , 13.027931, 0.392703 , 33.576972 , 28.588742 , 10.372411 , 11.745479 , 0.391452 , 33.264713 , 28.121108 , 9.886170 , 12.384988 , 0.368371 , 33.572617 , 28.996606 , 9.231418 , 12.122480 , 5.601703 , 9.893965 , -60.934384 , 9.426353 , 9.231977 , 124.168874
 240615060806 , 48.776290 , 0.244459 , 0.006932 , 50.962702 , 12.022400 , 0.206801 , 33.778696 , 28.515089 , 5.253763 , 11.289053 , 0.435231 , 33.429658 , 28.181780 , 10.950667 , 12.393936 , 0.212432 , 33.025784 , 27.142353 , 5.100829 , 12.180767 , 0.424130 , 32.880419 , 26.898773 , 10.143797 , 12.493145 , 0.433778 , 33.488534 , 28.176530 , 10.912738 , 14.347241 , 0.436516 , 33.285084 , 27.882158 , 10.701166 , 12.975836 , 0.453156 , 34.276143 , 29.048553 , 11.966626 , 13.072093, 0.441965 , 33.753072 , 28.654758 , 11.765550 , 11.789399 , 0.439475 , 33.451442 , 28.369457 , 11.211067 , 12.460253 , 0.413650 , 33.761004 , 28.230166 , 10.486367 , 12.198615 , 5.542005 , 10.008712 , -61.136031 , 10.509050 , 9.796640 , 135.105431
 240615060906 , 48.917479 , 0.365784 , 0.009048 , 51.952411 , 12.155151 , 0.207303 , 33.764863 , 28.509986 , 5.263662 , 11.464494 , 0.435202 , 33.429024 , 28.161658 , 10.953608 , 12.524682 , 0.212399 , 33.013421 , 27.118744 , 5.103347 , 12.312287 , 0.424725 , 32.865639 , 26.927596 , 10.147851 , 12.759667 , 0.434339 , 33.480169 , 28.100938 , 10.944267 , 14.579711 , 0.437173 , 33.277812 , 27.789134 , 10.725712 , 13.205258 , 0.455188 , 34.266841 , 29.142742 , 11.990984 , 13.290487, 0.445494 , 33.745427 , 28.757328 , 11.801861 , 12.185410 , 0.441593 , 33.442555 , 28.140608 , 11.229028 , 12.597722 , 0.414297 , 33.747886 , 28.303182 , 10.505923 , 12.419041 , 5.483439 , 10.123681 , -61.337619 , 10.426410 , 9.370729 , 138.183384
 240615061009 , 43.745050 , 0.553471 , 0.013527 , 46.548529 , 12.141418 , 0.186055 , 33.551842 , 28.148055 , 4.665918 , 11.508995 , 0.389308 , 33.205222 , 27.932212 , 9.699329 , 12.700219 , 0.191154 , 32.785311 , 26.809242 , 4.518008 , 12.354176 , 0.381179 , 32.641485 , 26.634118 , 8.976224 , 12.668246 , 0.390412 , 33.259641 , 27.947452 , 9.706333 , 14.534581 , 0.391127 , 33.054225 , 27.560208 , 9.487156 , 13.121770 , 0.407966 , 34.060362 , 28.912973 , 10.627180 , 13.249372, 0.396558 , 33.540958 , 28.601172 , 10.473587 , 12.090991 , 0.395250 , 33.228977 , 28.028575 , 9.971405 , 12.550851 , 0.371538 , 33.537008 , 28.040325 , 9.315175 , 12.446032 , 5.423131 , 10.244636 , -61.549224 , 9.815223 , 9.692942 , 93.913249
 240615061109 , 42.040825 , 0.430512 , 0.010016 , 45.367664 , 12.141418 , 0.179114 , 33.476303 , 28.043682 , 4.477069 , 11.565685 , 0.377472 , 33.125723 , 27.533234 , 9.386094 , 12.739980 , 0.183746 , 32.703528 , 27.123161 , 4.325944 , 12.403078 , 0.367095 , 32.557916 , 26.525935 , 8.596917 , 12.932109 , 0.375865 , 33.182114 , 28.714606 , 9.295139 , 14.487613 , 0.377940 , 32.977296 , 28.142367 , 9.141266 , 13.262819 , 0.392467 , 33.990181 , 28.822740 , 10.199502 , 13.380553, 0.381588 , 33.471502 , 28.313443 , 10.063578 , 12.182315 , 0.382922 , 33.158545 , 27.995646 , 9.575178 , 12.755169 , 0.358362 , 33.459524 , 28.018872 , 8.935581 , 12.557816 , 5.366794 , 10.360057 , -61.750694 , 9.716414 , 9.665564 , 134.516036
