DateAndTime , SolData , Irr. Unc. % , ISF (stable?) , Kipp&Zonen , Tamb , Isc a-Si , Voc a-Si , Vmp a-Si , Pmax a-Si , T a-Si , Isc 459 , Voc 459 , Vmp 459 , Pmax 459 , T 459 , Isc CIS , Voc CIS , Vmp CIS , Pmax CIS , T CIS , Isc NESTE , Voc NESTE , Vmp NESTE , Pmax NESTE , T NESTE , Isc 433 , Voc 433 , Vmp 433 , Pmax 433 , T 433 , Isc 422 , Voc 422 , Vmp 422 , Pmax 422 , T 422 , Isc A10160 , Voc A10160 , Vmp A10160 , Pmax A10160 , T A10160, Isc A10156 , Voc A10156 , Vmp A10156 , Pmax A10156 , T A10156 , Isc 423 , Voc 423 , Vmp 423 , Pmax 423 , T 423 , Isc GPV , Voc GPV , Vmp GPV , Pmax GPV , T GPV , Airmass , Elevation , Azimuth , ECT A10160 , ECT A10156 , GHI
 250615053006 , 28.102686 , 0.589721 , 0.013877 , 29.835696 , 9.349060 , 0.118155 , 33.137620 , 27.386433 , 2.832395 , 8.802993 , 0.248595 , 32.739276 , 27.531207 , 5.865782 , 9.351130 , 0.121360 , 32.124459 , 25.949278 , 2.755609 , 9.504030 , 0.241845 , 31.986775 , 25.803093 , 5.470156 , 8.709977 , 0.244120 , 32.887162 , 27.435617 , 5.864811 , 10.102472 , 0.248354 , 32.607936 , 26.997372 , 5.646004 , 9.293037 , 0.258912 , 33.677262 , 28.352165 , 6.541287 , 9.895107, 0.251342 , 33.172974 , 28.219160 , 6.488876 , 8.855330 , 0.249783 , 32.836921 , 27.472182 , 6.063441 , 9.218788 , 0.236240 , 33.124135 , 27.294134 , 5.653131 , 9.258935 , 9.069055 , 5.776221 , -53.381368 , 3.890961 , 5.110697 , 38.182651
 250615053108 , 28.738879 , 0.587216 , 0.013792 , 30.622164 , 9.188843 , 0.120746 , 33.183037 , 27.570121 , 2.906520 , 8.871438 , 0.253302 , 32.783479 , 27.455526 , 6.020306 , 9.389391 , 0.124554 , 32.183348 , 26.027719 , 2.823816 , 9.456723 , 0.247361 , 32.042413 , 25.836184 , 5.610672 , 8.938238 , 0.250733 , 32.934026 , 27.285906 , 6.020367 , 10.096764 , 0.252530 , 32.655738 , 26.846565 , 5.800113 , 9.435198 , 0.263220 , 33.720974 , 28.338367 , 6.700849 , 9.860231, 0.258364 , 33.212729 , 28.384984 , 6.655358 , 8.822535 , 0.254070 , 32.882635 , 27.621191 , 6.219726 , 9.167902 , 0.241981 , 33.167181 , 27.362859 , 5.800519 , 9.164226 , 8.923307 , 5.886898 , -53.596432 , 4.207717 , 4.463255 , 40.343767
 250615053209 , 29.371176 , 0.578513 , 0.013359 , 31.217265 , 9.202576 , 0.123643 , 33.227097 , 27.499537 , 2.981280 , 8.833709 , 0.259929 , 32.827676 , 27.580685 , 6.175167 , 9.390891 , 0.126955 , 32.239559 , 25.967251 , 2.896730 , 9.497161 , 0.253777 , 32.096854 , 25.815296 , 5.747602 , 9.056891 , 0.256603 , 32.979275 , 27.555036 , 6.166138 , 10.056955 , 0.259393 , 32.704211 , 26.996820 , 5.947968 , 9.339618 , 0.268925 , 33.763672 , 28.574943 , 6.870954 , 9.860425, 0.264184 , 33.255523 , 28.152038 , 6.804488 , 8.798011 , 0.261587 , 32.926587 , 27.643910 , 6.377554 , 9.220916 , 0.246526 , 33.211127 , 27.499029 , 5.939854 , 9.174529 , 8.786003 , 5.994353 , -53.804558 , 4.981200 , 4.845054 , 39.295953
 250615053311 , 30.007408 , 0.512535 , 0.012757 , 31.983199 , 9.193420 , 0.126279 , 33.271464 , 27.559462 , 3.053797 , 8.789353 , 0.264206 , 32.875467 , 27.487510 , 6.338535 , 9.257823 , 0.129793 , 32.295447 , 26.145458 , 2.966909 , 9.459577 , 0.258921 , 32.152321 , 25.852281 , 5.900123 , 8.391456 , 0.263471 , 33.022122 , 27.468487 , 6.325115 , 10.055407 , 0.265656 , 32.748401 , 27.005285 , 6.106496 , 9.467655 , 0.275582 , 33.804914 , 28.718433 , 7.027230 , 9.815682, 0.268990 , 33.296243 , 28.521528 , 6.953935 , 8.801397 , 0.266492 , 32.966534 , 27.611533 , 6.527527 , 9.111356 , 0.251269 , 33.255316 , 27.420443 , 6.088907 , 9.206598 , 8.650155 , 6.103863 , -54.015984 , 4.769455 , 5.049294 , 40.081813
 250615053415 , 30.676893 , 0.514593 , 0.013440 , 32.625621 , 9.225464 , 0.128655 , 33.316219 , 27.653007 , 3.130870 , 8.664169 , 0.269829 , 32.923146 , 27.551103 , 6.500200 , 9.304065 , 0.133180 , 32.363225 , 26.294116 , 3.043243 , 9.503933 , 0.265379 , 32.221057 , 26.044614 , 6.043082 , 9.024144 , 0.269210 , 33.066700 , 27.745811 , 6.479334 , 9.966115 , 0.270118 , 32.792626 , 27.202467 , 6.271230 , 9.246069 , 0.281489 , 33.847727 , 28.592051 , 7.204249 , 9.815150, 0.273151 , 33.337560 , 28.306629 , 7.130823 , 8.721150 , 0.271893 , 33.010646 , 27.789424 , 6.688043 , 9.353065 , 0.257531 , 33.299394 , 27.597864 , 6.243303 , 9.114549 , 8.513700 , 6.217214 , -54.234114 , 5.027370 , 5.825805 , 42.242929
 250615053518 , 31.330940 , 0.478204 , 0.012422 , 33.355156 , 9.275818 , 0.132025 , 33.353658 , 27.772233 , 3.202783 , 8.706010 , 0.279086 , 32.960896 , 27.650885 , 6.640155 , 9.260870 , 0.135192 , 32.413644 , 26.314831 , 3.115784 , 9.497596 , 0.270093 , 32.269533 , 26.161257 , 6.178794 , 8.112115 , 0.274656 , 33.105972 , 27.755571 , 6.639921 , 10.012696 , 0.276765 , 32.837369 , 27.234303 , 6.415359 , 9.362158 , 0.287702 , 33.881531 , 27.886280 , 7.434354 , 9.827726, 0.281059 , 33.374268 , 28.258475 , 7.400924 , 8.766328 , 0.277262 , 33.049965 , 27.864573 , 6.842816 , 9.080061 , 0.262327 , 33.336671 , 26.347036 , 6.412824 , 9.172594 , 8.385034 , 6.327319 , -54.445317 , 4.672918 , 5.054193 , 42.439394
 250615053618 , 31.938341 , 0.455437 , 0.010662 , 33.997352 , 9.284973 , 0.133894 , 33.387693 , 27.802848 , 3.271492 , 8.838062 , 0.281049 , 32.995344 , 27.655015 , 6.798144 , 9.316593 , 0.137802 , 32.456054 , 26.343466 , 3.179258 , 9.505868 , 0.274551 , 32.313304 , 26.377623 , 6.317439 , 8.260516 , 0.279073 , 33.139587 , 27.677309 , 6.785833 , 10.102085 , 0.281207 , 32.872627 , 27.242308 , 6.559327 , 9.286023 , 0.293196 , 33.912458 , 28.797169 , 7.526775 , 9.819213, 0.285990 , 33.403327 , 28.460576 , 7.444603 , 8.783452 , 0.282765 , 33.083684 , 27.903021 , 6.994402 , 9.135203 , 0.266339 , 33.370861 , 27.768134 , 6.525871 , 9.123256 , 8.263703 , 6.434149 , -54.649603 , 5.248285 , 5.412253 , 42.439394
 250615053718 , 32.564890 , 0.513476 , 0.012000 , 34.881886 , 9.289551 , 0.136212 , 33.420199 , 27.794344 , 3.343089 , 8.747464 , 0.285983 , 33.049917 , 27.739405 , 6.953487 , 9.303920 , 0.140506 , 32.501053 , 26.314983 , 3.250363 , 9.478151 , 0.281044 , 32.355540 , 26.213514 , 6.457829 , 8.647675 , 0.284862 , 33.172517 , 27.829506 , 6.934258 , 10.099570 , 0.287313 , 32.906702 , 27.366064 , 6.702541 , 9.466349 , 0.300014 , 33.945205 , 28.823844 , 7.676915 , 9.814376, 0.291288 , 33.434627 , 28.402754 , 7.598282 , 8.783306 , 0.287971 , 33.115784 , 27.874231 , 7.147890 , 9.049007 , 0.272476 , 33.402871 , 27.836935 , 6.664454 , 9.185605 , 8.145393 , 6.541250 , -54.853788 , 4.781635 , 5.433154 , 44.011115
 250615053819 , 33.137667 , 0.498777 , 0.012851 , 35.707274 , 9.284973 , 0.138615 , 33.457821 , 27.175647 , 3.448600 , 8.790465 , 0.295360 , 33.067835 , 27.842416 , 7.101121 , 9.302711 , 0.143368 , 32.551403 , 25.540010 , 3.319412 , 9.458126 , 0.284809 , 32.406909 , 26.320275 , 6.597819 , 8.753704 , 0.290231 , 33.197016 , 27.558166 , 7.075241 , 10.055552 , 0.291432 , 32.945048 , 27.470221 , 6.844758 , 9.410771 , 0.303879 , 33.980548 , 28.497771 , 7.941394 , 9.773696, 0.296324 , 33.470978 , 28.699874 , 7.865103 , 8.729954 , 0.294619 , 33.151324 , 27.220797 , 7.365983 , 9.132107 , 0.277742 , 33.440489 , 27.035040 , 6.886427 , 9.125674 , 8.026206 , 6.652203 , -55.064676 , 5.306677 , 5.633062 , 46.041255
 250615053919 , 33.727413 , 0.485206 , 0.012698 , 36.263585 , 9.266663 , 0.141418 , 33.485534 , 27.733965 , 3.530553 , 8.874437 , 0.297572 , 33.093611 , 27.650285 , 7.237884 , 9.346099 , 0.145692 , 32.586958 , 26.085903 , 3.414870 , 9.502579 , 0.290800 , 32.442122 , 25.839553 , 6.789751 , 8.949218 , 0.294962 , 33.222397 , 26.996427 , 7.276388 , 10.095023 , 0.297397 , 32.977045 , 27.348213 , 6.982696 , 9.381603 , 0.309430 , 34.005088 , 28.959240 , 8.089358 , 9.815392, 0.301573 , 33.495307 , 29.005189 , 7.973601 , 8.823019 , 0.299917 , 33.180197 , 27.777835 , 7.537935 , 9.218739 , 0.281821 , 33.468341 , 27.629931 , 7.049841 , 9.211290 , 7.913730 , 6.759849 , -55.268660 , 5.356605 , 5.708979 , 47.809440
 250615054021 , 34.284503 , 0.495493 , 0.014306 , 36.766356 , 9.298706 , 0.143987 , 33.520149 , 27.807723 , 3.545951 , 8.826018 , 0.300534 , 33.152210 , 27.949405 , 7.377947 , 9.221351 , 0.147952 , 32.635470 , 26.558381 , 3.448525 , 9.499289 , 0.295705 , 32.489287 , 26.500255 , 6.853587 , 8.575506 , 0.299310 , 33.274761 , 27.858141 , 7.351000 , 9.968872 , 0.301677 , 33.013867 , 27.354746 , 7.129790 , 9.421945 , 0.314869 , 34.038346 , 28.832490 , 8.137922 , 9.816504, 0.306707 , 33.528449 , 28.764325 , 8.042481 , 8.723327 , 0.304462 , 33.214554 , 27.887108 , 7.576042 , 9.132543 , 0.288755 , 33.502754 , 27.634146 , 7.071232 , 9.167176 , 7.800363 , 6.871363 , -55.479343 , 5.546887 , 5.744507 , 45.386371
