DateAndTime , SolData , Irr. Unc. % , ISF (stable?) , Kipp&Zonen , Tamb , Isc a-Si , Voc a-Si , Vmp a-Si , Pmax a-Si , T a-Si , Isc 459 , Voc 459 , Vmp 459 , Pmax 459 , T 459 , Isc CIS , Voc CIS , Vmp CIS , Pmax CIS , T CIS , Isc NESTE , Voc NESTE , Vmp NESTE , Pmax NESTE , T NESTE , Isc 433 , Voc 433 , Vmp 433 , Pmax 433 , T 433 , Isc 422 , Voc 422 , Vmp 422 , Pmax 422 , T 422 , Isc A10160 , Voc A10160 , Vmp A10160 , Pmax A10160 , T A10160, Isc A10156 , Voc A10156 , Vmp A10156 , Pmax A10156 , T A10156 , Isc 423 , Voc 423 , Vmp 423 , Pmax 423 , T 423 , Isc GPV , Voc GPV , Vmp GPV , Pmax GPV , T GPV , Airmass , Elevation , Azimuth , ECT A10160 , ECT A10156 , GHI
 270615055735 , 28.039515 , 0.691536 , 0.015757 , 30.114174 , 11.798096 , 0.118318 , 32.678141 , 28.167274 , 2.821177 , 12.038944 , 0.246209 , 32.301180 , 26.175553 , 5.846920 , 12.859504 , 0.121740 , 31.833549 , 26.508879 , 2.733835 , 12.621375 , 0.242473 , 31.696079 , 26.457955 , 5.434269 , 12.362350 , 0.244767 , 32.435310 , 27.739550 , 5.830209 , 13.350031 , 0.246214 , 32.154162 , 26.926799 , 5.639184 , 12.729435 , 0.257449 , 33.224309 , 27.932455 , 6.438158 , 13.080461, 0.253485 , 32.740704 , 27.668378 , 6.394858 , 11.866357 , 0.250032 , 32.373437 , 27.059095 , 5.962962 , 12.599415 , 0.237822 , 32.665444 , 28.158204 , 5.622749 , 12.639805 , 6.326992 , 8.670391 , -58.923854 , 7.654737 , 7.322562 , 33.271023
 270615055835 , 28.707886 , 0.630578 , 0.015390 , 30.726353 , 11.715698 , 0.121456 , 32.721354 , 26.430920 , 2.918518 , 12.082671 , 0.256205 , 32.344259 , 27.025990 , 5.923067 , 12.740125 , 0.125012 , 31.883121 , 25.803666 , 2.790811 , 12.690013 , 0.248800 , 31.744021 , 25.550417 , 5.545670 , 12.318817 , 0.251606 , 32.480949 , 26.983077 , 5.920887 , 13.308771 , 0.253361 , 32.201838 , 26.535565 , 5.696638 , 12.990976 , 0.263606 , 33.263687 , 27.663594 , 6.709099 , 13.072722, 0.258217 , 32.780139 , 27.824902 , 6.651875 , 11.945201 , 0.254240 , 32.418415 , 26.478142 , 6.158865 , 12.596126 , 0.242304 , 32.706210 , 26.184444 , 5.836964 , 12.430214 , 6.252753 , 8.782827 , -59.126292 , 7.768310 , 8.011426 , 35.366651
 270615055936 , 29.402358 , 0.502545 , 0.012124 , 31.199752 , 11.807251 , 0.124909 , 32.759355 , 27.354628 , 2.961711 , 12.129977 , 0.257513 , 32.387558 , 27.049040 , 6.070077 , 12.880884 , 0.128695 , 31.927573 , 25.843876 , 2.861798 , 12.706217 , 0.256429 , 31.786461 , 25.587551 , 5.684204 , 11.879804 , 0.260150 , 32.518985 , 26.958769 , 6.064542 , 13.394387 , 0.262316 , 32.242792 , 26.535657 , 5.848592 , 12.796864 , 0.273314 , 33.300825 , 27.981021 , 6.766044 , 13.117513, 0.265052 , 32.814256 , 27.937140 , 6.715266 , 11.955698 , 0.264093 , 32.455492 , 27.294934 , 6.276816 , 12.645077 , 0.249697 , 32.744295 , 27.200342 , 5.909860 , 12.802620 , 6.178850 , 8.897380 , -59.332028 , 6.827723 , 7.926582 , 34.777256
 270615060040 , 29.982450 , 0.660550 , 0.015215 , 31.850996 , 11.724854 , 0.126576 , 32.792512 , 27.351907 , 3.026332 , 12.195568 , 0.264683 , 32.423142 , 27.080724 , 6.213012 , 12.873822 , 0.129832 , 31.964373 , 25.872359 , 2.928231 , 12.759909 , 0.258473 , 31.824144 , 25.755253 , 5.822458 , 12.276928 , 0.262045 , 32.553246 , 27.000939 , 6.207475 , 13.435986 , 0.263393 , 32.278122 , 26.601445 , 5.987868 , 13.078962 , 0.276805 , 33.333044 , 28.038417 , 6.919583 , 13.120996, 0.268516 , 32.848364 , 27.795439 , 6.858495 , 11.937172 , 0.266954 , 32.487267 , 27.389675 , 6.410729 , 12.583356 , 0.252259 , 32.776659 , 27.255292 , 6.041399 , 12.476166 , 6.102967 , 9.017830 , -59.547801 , 8.048694 , 8.758073 , 36.807395
 270615060142 , 30.431632 , 0.502268 , 0.012658 , 32.253309 , 11.779785 , 0.128389 , 32.814387 , 27.344310 , 3.072213 , 12.226719 , 0.268897 , 32.447270 , 27.344932 , 6.312078 , 12.832852 , 0.131630 , 31.990466 , 25.817526 , 2.974097 , 12.804603 , 0.263811 , 31.848953 , 25.904613 , 5.912273 , 12.249743 , 0.264785 , 32.577467 , 27.215470 , 6.306629 , 13.404884 , 0.267067 , 32.303545 , 26.675055 , 6.086718 , 13.137007 , 0.280474 , 33.353859 , 28.047707 , 7.022691 , 13.160225, 0.274347 , 32.867834 , 27.817905 , 6.949887 , 11.967742 , 0.270077 , 32.509994 , 27.299257 , 6.517574 , 12.600866 , 0.257869 , 32.799089 , 27.193041 , 6.134567 , 12.597577 , 6.031025 , 9.134770 , -59.756755 , 7.697854 , 7.954308 , 35.301163
 270615060242 , 30.764960 , 0.553537 , 0.014854 , 32.456938 , 11.656189 , 0.129797 , 32.830802 , 27.394314 , 3.111028 , 12.214868 , 0.271834 , 32.465796 , 27.662448 , 6.392981 , 12.873580 , 0.133333 , 32.009467 , 25.940596 , 3.011133 , 12.746027 , 0.266633 , 31.868627 , 25.852655 , 5.978980 , 12.550077 , 0.267987 , 32.596554 , 27.162528 , 6.384634 , 13.481019 , 0.267200 , 32.323902 , 26.628865 , 6.160792 , 13.216867 , 0.281962 , 33.368703 , 28.182460 , 7.105678 , 13.164530, 0.276813 , 32.883973 , 28.081879 , 7.043274 , 11.987623 , 0.274069 , 32.526518 , 27.160458 , 6.588388 , 12.685128 , 0.257696 , 32.814542 , 27.218935 , 6.209177 , 12.768857 , 5.962830 , 9.248175 , -59.958897 , 8.345169 , 8.148394 , 37.003860
 270615060346 , 31.146424 , 0.466418 , 0.012239 , 32.746370 , 11.614990 , 0.131052 , 32.851465 , 27.479638 , 3.204190 , 12.245535 , 0.273056 , 32.488546 , 27.172697 , 6.499841 , 12.791785 , 0.134600 , 32.034340 , 25.837327 , 3.085691 , 12.805039 , 0.268621 , 31.890462 , 25.511036 , 6.143427 , 12.314705 , 0.272889 , 32.615276 , 26.669660 , 6.571224 , 13.517926 , 0.272798 , 32.344187 , 25.739571 , 6.298711 , 13.073448 , 0.286322 , 33.390478 , 28.562433 , 7.292301 , 13.170286, 0.279893 , 32.901386 , 28.535800 , 7.163182 , 11.988638 , 0.276232 , 32.546460 , 27.388939 , 6.777508 , 12.631581 , 0.261488 , 32.835620 , 27.372870 , 6.400715 , 12.716762 , 5.892693 , 9.367499 , -60.171073 , 8.321197 , 8.465216 , 36.479953
 270615060446 , 31.607594 , 0.609365 , 0.014685 , 33.206748 , 11.564636 , 0.133955 , 32.875836 , 26.954315 , 3.240697 , 12.213659 , 0.277919 , 32.515639 , 27.441486 , 6.587674 , 12.839382 , 0.136617 , 32.060725 , 25.136531 , 3.109625 , 12.756281 , 0.273626 , 31.918555 , 25.102711 , 6.188865 , 12.404820 , 0.277094 , 32.641601 , 26.032053 , 6.601257 , 13.475698 , 0.276705 , 32.369957 , 26.686648 , 6.345900 , 13.308142 , 0.290243 , 33.412554 , 28.150910 , 7.416158 , 13.216093, 0.283006 , 32.924859 , 28.238771 , 7.344614 , 12.084799 , 0.281378 , 32.571047 , 26.851493 , 6.862764 , 12.734031 , 0.265998 , 32.859626 , 26.775571 , 6.477952 , 12.786658 , 5.827255 , 9.481377 , -60.373076 , 8.515967 , 8.731229 , 37.986186
 270615060546 , 32.117587 , 0.452587 , 0.011993 , 33.672765 , 11.637878 , 0.134853 , 32.902783 , 27.562070 , 3.262484 , 12.264641 , 0.286052 , 32.541637 , 27.178328 , 6.709939 , 12.878852 , 0.138807 , 32.090849 , 26.094433 , 3.156175 , 12.795606 , 0.278028 , 31.948236 , 25.844794 , 6.268673 , 12.629743 , 0.280063 , 32.656576 , 27.269885 , 6.692681 , 13.564991 , 0.282785 , 32.399396 , 26.961764 , 6.467980 , 13.126172 , 0.295052 , 33.439241 , 27.252255 , 7.474702 , 13.208692, 0.287459 , 32.950330 , 27.621973 , 7.453621 , 12.032656 , 0.283787 , 32.598151 , 27.312594 , 6.908596 , 12.729242 , 0.269643 , 32.886048 , 27.335685 , 6.506591 , 12.861681 , 5.763105 , 9.595484 , -60.575015 , 8.730963 , 8.969191 , 40.343767
 270615060646 , 32.728256 , 0.481835 , 0.009333 , 34.260612 , 11.486816 , 0.138553 , 32.936063 , 27.552829 , 3.326747 , 12.216609 , 0.286931 , 32.576744 , 27.371811 , 6.856468 , 12.866034 , 0.142417 , 32.126449 , 26.165716 , 3.221312 , 12.713183 , 0.283081 , 31.982487 , 25.977084 , 6.401391 , 12.315431 , 0.288490 , 32.688734 , 27.261046 , 6.838988 , 13.562475 , 0.289357 , 32.432307 , 26.864139 , 6.612446 , 12.913341 , 0.301784 , 33.469847 , 28.160292 , 7.595348 , 13.251549, 0.295045 , 32.980942 , 27.953805 , 7.526289 , 12.168287 , 0.293205 , 32.631682 , 27.309651 , 7.043053 , 12.644013 , 0.277288 , 32.918528 , 27.417282 , 6.641977 , 12.774372 , 5.700208 , 9.709817 , -60.776889 , 8.434279 , 8.218385 , 39.295953
